pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent
L__NOUN_VERB_VERB	20	6	sing	allow	wrong	generated	The intense diversion I passed ago from them in the first mistake	0	False	8990	10	12	The intense diversion I passed ago from them in the first mistake objects because my historical position who appeared with them was receiving out on his awful . <eos>
L__NOUN_VERB_VERB	21	5	sing	intends	correct	generated	The unsure strategic story that he tells	1	False	341	4	7	The unsure strategic story that he tells advises that he virtually contains his bucks and currently continues necessary with his dire pleasure . <eos>
L__NOUN_VERB_VERB	21	5	sing	intend	wrong	generated	The unsure strategic story that he tells	1	False	327	4	7	The unsure strategic story that he tells advises that he virtually contains his bucks and currently continues necessary with his dire pleasure . <eos>
R__VERB_NOUN_CCONJ_VERB	1	8	plur	continue	correct	generated	I hear we possibly pick the milk and	0	False	7260	4	8	I hear we possibly pick the milk and decide to Lebanon . <eos>
R__VERB_NOUN_CCONJ_VERB	1	8	plur	continues	wrong	generated	I hear we possibly pick the milk and	0	False	5422	4	8	I hear we possibly pick the milk and decide to Lebanon . <eos>
L__NOUN_VERB_VERB	19	0	plur	are	correct	original	the <unk> customs we have in our family	1	False	261453	6	8	the irish customs we have in our family are ; we make sinnel cake for easter , barn brack and col - cannon for Halloween . <eos>
L__NOUN_VERB_VERB	19	0	plur	is	wrong	original	the <unk> customs we have in our family	1	False	649202	6	8	the irish customs we have in our family are ; we make sinnel cake for easter , barn brack and col - cannon for Halloween . <eos>
L__NOUN_VERB_VERB	4	8	sing	expects	correct	generated	My buildup with acting the scholarship forth	0	False	206	6	7	My buildup with acting the scholarship forth adds , could it be arrested that thus everyone drove the hoax would or could exist at any weekend , since we particularly built California and Saudis and if they headed they might have completed a familiar destruction ?? <eos>
L__NOUN_VERB_VERB	4	8	sing	expect	wrong	generated	My buildup with acting the scholarship forth	0	False	891	6	7	My buildup with acting the scholarship forth adds , could it be arrested that thus everyone drove the hoax would or could exist at any weekend , since we particularly built California and Saudis and if they headed they might have completed a familiar destruction ?? <eos>
L__NOUN_VERB_VERB	14	0	sing	reports	correct	original	A <unk> brief issued in February 2005	0	False	4617	5	7	"A MILNET brief issued in February 2005 reports , "" Due to its position astride the Persian Gulf , Iran has constantly been a threat to the Gulf . <eos>"
L__NOUN_VERB_VERB	14	0	sing	report	wrong	original	A <unk> brief issued in February 2005	0	False	7585	5	7	"A MILNET brief issued in February 2005 reports , "" Due to its position astride the Persian Gulf , Iran has constantly been a threat to the Gulf . <eos>"
R__VERB_NOUN_CCONJ_VERB	12	3	sing	writes	correct	generated	Beware for a theme of snakes in their stylist that cares from the neighbor and	0	False	2211	5	15	Beware for a theme of snakes in their stylist that cares from the neighbor and says strongly to the membership fo the torch . <eos>
R__VERB_NOUN_CCONJ_VERB	12	3	sing	write	wrong	generated	Beware for a theme of snakes in their stylist that cares from the neighbor and	0	False	4732	5	15	Beware for a theme of snakes in their stylist that cares from the neighbor and says strongly to the membership fo the torch . <eos>
L__NOUN_VERB_VERB	3	7	sing	throws	correct	generated	I remain the kid you tested to me	0	False	600	5	8	I remain the kid you tested to me seems to the Colin Coalition at Okinawa ( guaranteed in Loretta ) . <eos>
L__NOUN_VERB_VERB	3	7	sing	throw	wrong	generated	I remain the kid you tested to me	0	False	1224	5	8	I remain the kid you tested to me seems to the Colin Coalition at Okinawa ( guaranteed in Loretta ) . <eos>
L__NOUN_VERB_VERB	22	3	sing	operates	correct	generated	The first loan you respond why you indicate on frequency	0	False	3023	8	10	The first loan you respond why you indicate on frequency applies that the time remainder finally belongs out the speech and pays into the zoo technology . <eos>
L__NOUN_VERB_VERB	22	3	sing	operate	wrong	generated	The first loan you respond why you indicate on frequency	0	False	3809	8	10	The first loan you respond why you indicate on frequency applies that the time remainder finally belongs out the speech and pays into the zoo technology . <eos>
R__VERB_NOUN_CCONJ_VERB	1	4	plur	tend	correct	generated	I seem we promptly suck the disaster and	0	False	3201	4	8	I seem we promptly suck the disaster and respond to Jafar . <eos>
R__VERB_NOUN_CCONJ_VERB	1	4	plur	tends	wrong	generated	I seem we promptly suck the disaster and	0	False	1298	4	8	I seem we promptly suck the disaster and respond to Jafar . <eos>
L__NOUN_VERB_VERB	5	1	sing	intends	correct	generated	Usually , the insecure invoice taken for infantry	0	True	341	4	8	Usually , the insecure invoice taken for infantry owes whether our Index ( the incredible invention and somehow the arrangement they see to protect ) is or objects not an identical whim under the healthcare . <eos>
L__NOUN_VERB_VERB	5	1	sing	intend	wrong	generated	Usually , the insecure invoice taken for infantry	0	True	327	4	8	Usually , the insecure invoice taken for infantry owes whether our Index ( the incredible invention and somehow the arrangement they see to protect ) is or objects not an identical whim under the healthcare . <eos>
L__NOUN_VERB_VERB	9	7	plur	believe	correct	generated	But eager launchers do digest the relationship they tell he will conclude , and the appropriations who put him	1	True	5091	4	19	But eager launchers do digest the relationship they tell he will conclude , and the appropriations who put him collaborate to endanger the attorneys who apologize him . <eos>
L__NOUN_VERB_VERB	9	7	plur	believes	wrong	generated	But eager launchers do digest the relationship they tell he will conclude , and the appropriations who put him	1	True	2058	4	19	But eager launchers do digest the relationship they tell he will conclude , and the appropriations who put him collaborate to endanger the attorneys who apologize him . <eos>
R__VERB_NOUN_CCONJ_VERB	2	8	plur	represent	correct	generated	Rules extremely : Warren thousand through Ashcroft thirty ( arising you see on the life we spend and	0	True	4307	7	18	Rules extremely : Warren thousand through Ashcroft thirty ( arising you see on the life we spend and put warmly to recommendation the loading after we sell ) <eos>
R__VERB_NOUN_CCONJ_VERB	2	8	plur	represents	wrong	generated	Rules extremely : Warren thousand through Ashcroft thirty ( arising you see on the life we spend and	0	True	2926	7	18	Rules extremely : Warren thousand through Ashcroft thirty ( arising you see on the life we spend and put warmly to recommendation the loading after we sell ) <eos>
L__NOUN_VERB_VERB	12	3	plur	explain	correct	generated	Asian traditions that hopefully would wrap	1	False	2136	5	6	Asian traditions that hopefully would wrap understand trees , reconciliation , Saddam waitress and some reservations of measures . <eos>
L__NOUN_VERB_VERB	12	3	plur	explains	wrong	generated	Asian traditions that hopefully would wrap	1	False	1823	5	6	Asian traditions that hopefully would wrap understand trees , reconciliation , Saddam waitress and some reservations of measures . <eos>
L__NOUN_VERB_VERB	8	3	sing	spends	correct	generated	Extremely adjust your centres to listen this aggressively to their budgets , and completely officially , so that the propaganda to remove her	0	True	506	4	23	Extremely adjust your centres to listen this aggressively to their budgets , and completely officially , so that the propaganda to remove her lasts underneath . <eos>
L__NOUN_VERB_VERB	8	3	sing	spend	wrong	generated	Extremely adjust your centres to listen this aggressively to their budgets , and completely officially , so that the propaganda to remove her	0	True	2073	4	23	Extremely adjust your centres to listen this aggressively to their budgets , and completely officially , so that the propaganda to remove her lasts underneath . <eos>
L__NOUN_VERB_VERB	21	6	sing	expects	correct	generated	The economic functional murderer that he writes	1	False	206	4	7	The economic functional murderer that he writes adds that he particularly goes his cabins and surely cares fabulous with his difficult gem . <eos>
L__NOUN_VERB_VERB	21	6	sing	expect	wrong	generated	The economic functional murderer that he writes	1	False	891	4	7	The economic functional murderer that he writes adds that he particularly goes his cabins and surely cares fabulous with his difficult gem . <eos>
L__NOUN_VERB_VERB	14	7	sing	deserves	correct	generated	A Bill cult accepted in Scott three	0	False	198	5	7	"A Bill cult accepted in Scott three says , "" Due to its ticket astride the Christmas Cambodia , ISS has now been a trauma to the Suicide . <eos>"
L__NOUN_VERB_VERB	14	7	sing	deserve	wrong	generated	A Bill cult accepted in Scott three	0	False	208	5	7	"A Bill cult accepted in Scott three says , "" Due to its ticket astride the Christmas Cambodia , ISS has now been a trauma to the Suicide . <eos>"
L__NOUN_VERB_VERB	2	3	plur	remain	correct	generated	<unk> I do n't communicate to the pilot that the speakers we choose or suggest to	1	False	6999	6	16	Whie I do n't communicate to the pilot that the speakers we choose or suggest to proceed no inquiry on our worker ( which I require is wholly scientific ) , it does remind me whenever requests seek out a temporary bench of helicopters to prescribe the deadline on . <eos>
L__NOUN_VERB_VERB	2	3	plur	remains	wrong	generated	<unk> I do n't communicate to the pilot that the speakers we choose or suggest to	1	False	9459	6	16	Whie I do n't communicate to the pilot that the speakers we choose or suggest to proceed no inquiry on our worker ( which I require is wholly scientific ) , it does remind me whenever requests seek out a temporary bench of helicopters to prescribe the deadline on . <eos>
